ID_gene,S1_A_Ct_T1,S1_B_Ct_T1,S2_Ct_T1,S1_A_LI_T1,S1_B_LI_T1,S2_LI_T1
CpCp13_RS03445,2.662326,3.036122,2.497779,4.304699,2.16874,0.386685
CpCp13_RS03450,2.655753,2.103212,1.766779,1.073517,1.622539,1.15719
CpCp13_RS03455,0.503549,0.425369,0.824599,0.90465,1.312615,0.877644
CpCp13_RS03460,33.629868,12.783856,24.093756,0,8.2185,0
CpCp13_RS03465,0.646382,0.655232,1.675957,1.393508,2.738034,0.751061
CpCp13_RS03470,27.691081,28.347197,22.001872,21.208515,26.000191,21.591465
CpCp13_RS03475,1.695064,1.005817,1.878739,1.782593,1.414482,1.008805
CpCp13_RS03480,8.448886,8.750742,9.700019,9.503269,8.797617,4.161614
CpCp13_RS03485,3.928301,3.701654,5.028526,3.936231,3.840008,3.278704
CpCp13_RS03490,1.117855,1.158913,1.393731,0.985883,1.04306,1.239846
CpCp13_RS03495,1.056265,0.956006,0.710418,0.975925,1.327532,1.051991
CpCp13_RS03505,4.043533,3.928105,5.517992,5.811523,3.129181,5.285659
CpCp13_RS03510,1.44078,1.931325,1.249543,1.839148,2.501757,1.057331
CpCp13_RS03515,0.595379,0.740696,0.642599,1.05018,2.275081,0.754689
CpCp13_RS03520,0.728713,0.738689,0.596661,0.39275,0.712334,0
CpCp13_RS03525,4.756987,4.504869,4.868703,5.937331,7.709324,4.800074
CpCp13_RS03530,76.565818,56.919178,62.450438,94.926482,79.379032,53.515804
CpCp13_RS03535,9.37474,8.460064,9.454488,10.844717,17.657524,2.391132
CpCp13_RS03540,8.455817,7.285845,6.923518,9.11477,14.25844,5.895117
CpCp13_RS03545,7.066396,7.493021,6.547178,8.218422,8.089129,6.482183
CpCp13_RS03550,306.075731,241.318076,146.189768,806.490483,864.344937,474.190943
CpCp13_RS03560,3.290673,3.018036,2.373605,30.403815,28.490869,18.844793
CpCp13_RS03565,18.067114,13.795311,15.897812,28.327371,38.418485,17.585042
CpCp13_RS03570,1.948514,0.987595,1.495706,2.10036,4.047528,0
CpCp13_RS03575,12.558282,14.727108,13.810897,10.617205,14.442376,9.441904
CpCp13_RS03580,2.636225,1.670198,1.753788,0.710416,0.322122,1.148681
CpCp13_RS03585,3.246006,3.502733,1.628968,4.514793,2.251841,1.095004
CpCp13_RS03590,22.276374,29.839642,24.75377,37.733694,38.885154,33.279331
CpCp13_RS03595,6.367276,5.89589,4.511637,5.807553,9.695333,5.975651
CpCp13_RS03600,4.801696,1.352065,2.293415,8.626479,4.172242,2.789654
CpCp13_RS03605,1.189801,1.155836,1.867206,1.496274,2.326117,1.036862
CpCp13_RS03610,10.461332,9.688111,7.983994,10.302055,10.352451,6.753052
CpCp13_RS03615,0.370379,0.727433,0.701292,0.199621,0.452568,0.32277
CpCp13_RS03620,0.882201,0.804851,1.22797,1.141141,0.862373,0
CpCp13_RS03625,7.469305,9.130416,12.231549,15.15554,16.320829,10.721022
CpCp13_RS03630,2.706996,1.372028,2.278023,2.269517,4.99829,0.52423
CpCp13_RS03635,2.223686,2.600919,1.750699,2.950124,1.170457,2.385047
CpCp13_RS03640,12.927643,8.627215,9.438287,11.612568,9.899045,7.510606
CpCp13_RS03645,0.405573,0.256954,0.415098,0.437179,0.446015,0
CpCp13_RS03650,1.003339,0.423782,0.410761,0,1.307718,0
CpCp13_RS03655,8.788559,7.286401,6.076062,5.269995,3.698124,2.231723
CpCp13_RS03660,5.469648,6.572952,5.092466,2.092091,2.328407,1.230083
CpCp13_RS03665,1.884778,2.122868,1.628968,1.354438,1.43299,2.190008
CpCp13_RS03670,8.117319,10.971267,14.400449,11.666526,19.837183,14.14782
CpCp13_RS03675,1.015464,0.480371,1.524324,2.043251,1.058817,1.887862
CpCp13_RS03680,3.287648,2.718747,2.727305,3.916888,4.736058,3.015842
CpCp13_RS03685,1.816858,3.437899,2.876067,4.700265,2.604832,2.533307
CpCp13_RS03690,1.622292,1.593112,1.266048,0.765063,0.991143,1.060321
CpCp13_RS03695,4.497646,4.599929,5.19512,4.501847,4.082516,3.639548
CpCp13_RS10640,0,0.246899,0.199427,0,0,0
CpCp13_RS03705,2.079085,0.819602,0.756591,1.494071,0.903269,0
CpCp13_RS03710,4.871286,1.975191,2.393129,6.30108,1.904719,1.69805
CpCp13_RS03715,0.289758,0.073431,0.23725,4.060395,3.587768,1.683412
CpCp13_RS03720,0.188302,0.31018,0.096362,2.435712,1.93273,0.656389
CpCp13_RS03725,0.194288,0.229773,0.225365,0.558477,1.012914,0.112876
CpCp13_RS03730,1.388101,2.41218,1.745431,1.282521,1.647666,2.073725
CpCp13_RS03735,0.528489,0.589296,0.778896,0.227869,0.826576,0.368445
CpCp13_RS03740,3.8571,4.002999,2.030237,3.959695,2.334062,0.640248
CpCp13_RS03745,0.466832,0.473223,0.501685,0.629014,1.426059,0.813649
CpCp13_RS03750,0.265182,0.537626,0.488538,0,1.036889,0
CpCp13_RS03755,0,0.31116,0.754,2.647029,0,0
CpCp13_RS03760,1.461386,2.715887,0,2.10036,0.95236,0
CpCp13_RS03765,5.803852,8.876124,6.611648,3.155271,2.565365,2.287013
CpCp13_RS03770,2.577902,1.557866,2.516668,0.427507,0.678451,1.382483
CpCp13_RS03775,1.890963,3.594097,2.283739,1.019162,1.2015,0.329579
CpCp13_RS03780,1.412263,1.527038,1.580337,1.116368,0.782295,0.492292
CpCp13_RS03785,6.558414,5.055404,5.314011,9.720569,12.020636,5.715388
CpCp13_RS03790,13.303762,9.582086,14.332836,34.719132,34.223011,24.407749
CpCp13_RS03795,10.378402,7.292612,9.753051,20.34033,22.134842,8.222137
CpCp13_RS03800,8.58485,6.858657,7.863139,20.70355,13.085668,9.636985
CpCp13_RS03805,9.747847,7.646733,8.577539,7.411921,7.512295,3.524833
CpCp13_RS03810,4.174023,3.535252,2.900496,3.078469,3.972833,2.297362
CpCp13_RS03815,3.593722,1.660744,2.509775,2.9623,2.376407,1.473779
CpCp13_RS03820,2.636225,1.558851,4.676769,10.419434,2.576973,3.063149
CpCp13_RS03825,9.709584,11.318892,13.912654,8.372995,4.745675,0
CpCp13_RS03830,3.575731,4.228799,2.569927,3.083507,1.708844,1.938908
CpCp13_RS03835,7.61434,6.064602,4.275105,7.035187,10.633141,2.275057
CpCp13_RS03840,0.291012,0,0.029785,0,0.426707,0
CpCp13_RS03845,2.316063,2.142342,1.517091,2.246897,1.018803,0.605506
CpCp13_RS03850,4.444545,3.613701,4.207754,3.593178,4.978243,1.936619
CpCp13_RS03855,2.048035,2.015013,2.022151,2.337498,2.119768,1.679791
CpCp13_RS03860,1.110302,1.534777,1.404975,1.740839,2.664033,0.703696
CpCp13_RS03865,4.888999,2.519266,3.302518,5.269995,8.204145,3.40845
CpCp13_RS03870,3.585266,3.829048,5.294513,7.729325,10.013381,4.463446
CpCp13_RS03875,4.304969,6.210175,5.513235,6.187268,4.316112,2.308679
CpCp13_RS03880,3.596332,3.855889,2.888005,4.472989,3.650712,1.446487
CpCp13_RS03885,17.502865,34.678503,15.63396,24.01235,21.775686,5.546555
CpCp13_RS03890,216.067433,257.116927,173.067405,283.536967,220.394158,98.240284
CpCp13_RS03895,9.35476,7.001859,7.570498,8.676731,7.54953,6.06682
CpCp13_RS03900,3.632206,4.75819,3.84333,2.891269,3.277447,1.753099
CpCp13_RS03905,4.372276,4.709144,6.097129,2.356502,6.143881,2.857694
CpCp13_RS03910,2.910119,1.438106,1.846646,1.568451,2.133533,1.268024
CpCp13_RS03915,7.49243,6.786278,5.850695,12.413584,10.511337,4.352896
CpCp13_RS03920,1.750618,2.306961,2.365085,3.396676,0.684508,1.220473
CpCp13_RS03925,11.973695,13.091292,10.994389,6.637779,6.688327,7.155142
CpCp13_RS03930,10.652943,9.681672,10.226377,9.503269,8.618074,6.402484
CpCp13_RS03935,11.721063,8.386963,8.044596,13.377678,12.131596,8.411878
CpCp13_RS03940,3.759717,2.820281,3.878797,3.8906,4.189743,2.883266
CpCp13_RS03945,3.638892,2.232641,4.312405,2.890239,3.182672,2.670438
CpCp13_RS03950,3.219528,4.112143,3.716915,3.053972,2.643619,1.795639
CpCp13_RS03955,2.922771,4.19728,2.924936,13.302281,10.317229,12.452367
CpCp13_RS03960,10.500044,10.762721,9.717998,5.775074,6.097262,3.339795
CpCp13_RS03965,0.663071,0.533766,0.526947,0.756788,0.610041,0.815773
CpCp13_RS03970,1.741548,3.001164,1.948809,1.001208,1.24843,0
CpCp13_RS03975,4.386735,3.665599,2.572508,2.555994,1.04306,0.826564
CpCp13_RS03980,1.372914,1.217746,1.063904,0.845659,0.766889,0.683679
CpCp13_RS03985,2.228411,1.945181,2.179378,2.135173,3.267488,2.589292
CpCp13_RS03990,8.714189,6.877504,7.033141,8.31976,5.597758,1.735784
CpCp13_RS10645,0,0.119551,0.19313,1.017016,1.152856,0.822214
CpCp13_RS03995,0.210403,0.853134,0.430688,3.175192,1.748228,1.100145
CpCp13_RS04000,0.66747,0.386633,0.702663,2.055672,2.749685,1.329537
CpCp13_RS04005,4.437761,5.060832,3.633584,4.783592,7.591531,0
CpCp13_RS04010,0.77536,1.532652,0.634855,3.677447,3.713873,1.621667
CpCp13_RS04015,1.930528,1.572556,1.750052,2.972817,3.706877,0.961358
CpCp13_RS04020,40.318738,37.156992,36.488319,73.465366,64.083255,38.514595
CpCp13_RS04025,3.538092,2.988775,1.931297,7.627624,3.458569,4.111068
CpCp13_RS04030,15.617637,14.282723,11.39758,15.370817,19.249207,3.550468
CpCp13_RS04035,13.323625,18.877751,14.380335,7.833776,8.288102,3.166634
CpCp13_RS04040,0.200071,0.20281,0.081908,0,0.391148,0.697413
CpCp13_RS04045,0.563013,0.599257,0.898927,2.791685,1.210789,0.785028
CpCp13_RS04050,1.393116,1.687446,1.633666,2.137985,1.892677,1.23462
CpCp13_RS04055,3.254781,1.395875,1.691234,2.428908,2.569775,3.490963
CpCp13_RS04060,1.390836,1.527367,1.170433,2.831865,2.039363,0.808038
CpCp13_RS04065,2.313075,2.036995,1.669015,4.051662,3.419893,1.814175
CpCp13_RS04070,0,0.122122,0,0,0.23553,0
CpCp13_RS04075,4.127774,1.942704,0.965649,10.170165,7.493566,6.166603
CpCp13_RS04080,13.904007,10.570771,14.230537,44.962601,67.957493,48.467081
CpCp13_RS04085,0.605616,0.613907,0.495871,1.305623,1.184009,0
CpCp13_RS04090,1.416592,2.284524,1.68711,2.498704,3.273052,3.142368
CpCp13_RS04095,0,0,0.573313,0,0.68446,0
CpCp13_RS04100,922.414306,1411.221897,1447.584444,2099.071838,1135.451378,1369.515601
CpCp13_RS04105,14.468102,15.828742,15.169047,1.141141,1.724746,3.075209
CpCp13_RS04110,15.872273,15.537481,17.689028,0.894598,1.1662,0.723244
CpCp13_RS04115,15.022065,9.073187,9.686157,2.428908,0.734221,0.872741
CpCp13_RS04120,6.224421,6.746458,6.3902,4.74825,3.463496,1.669024
CpCp13_RS04125,10.150594,9.051902,8.879634,12.077071,11.092547,6.509192
CpCp13_RS04130,7.076183,5.883168,6.32754,8.162896,8.676761,6.058417
CpCp13_RS04135,5.434072,5.694146,4.574333,5.396838,4.774773,3.831023
CpCp13_RS04140,7.170533,8.328721,7.502017,9.23225,7.106719,6.943138
CpCp13_RS04145,2.740536,1.797566,1.715937,5.213124,2.206186,1.685834
CpCp13_RS04150,0.860102,1.468425,1.445547,0.975925,1.017774,1.10459
CpCp13_RS04155,22.82416,22.978408,18.986356,29.613127,27.566829,12.575033
CpCp13_RS04160,26.987634,25.699105,21.36057,35.085214,31.097669,26.511891
CpCp13_RS04165,6.486501,6.575306,5.938739,10.170165,11.989706,6.166603
CpCp13_RS04170,7.525046,7.373799,6.572176,16.222931,15.038753,4.663302
CpCp13_RS04175,3.70992,3.196604,2.855378,5.27872,4.859557,3.103721
CpCp13_RS04180,4.698434,3.297294,2.515359,3.116663,4.946126,5.039374
CpCp13_RS04185,25.537511,25.0623,23.93352,18.081872,21.65953,15.272964
CpCp13_RS04190,92.904368,107.910328,110.933885,141.871118,105.952274,94.456057
CpCp13_RS04195,43.547456,50.572334,40.156406,42.839421,33.063049,21.369799
CpCp13_RS04200,25.927482,24.558031,18.347324,16.945838,15.940804,12.268634
CpCp13_RS04205,18.705737,16.8385,17.429957,16.277791,17.475798,10.86752
CpCp13_RS04210,28.193564,28.114087,28.385716,32.271518,31.240517,23.369066
CpCp13_RS04215,21.28471,19.441272,17.059792,20.70355,18.775089,12.724736
CpCp13_RS04220,100.562296,103.324098,120.376282,140.211777,140.50781,87.635903
CpCp13_RS04225,10.657423,8.033245,7.607427,5.302129,11.486386,9.525646
CpCp13_RS04230,4.945195,6.344449,5.82053,11.66062,16.163841,7.002992
CpCp13_RS10650,13.462703,9.382323,8.267321,21.767759,14.805128,0
CpCp13_RS04235,5.762035,7.138903,4.979988,2.760473,6.571281,3.347584
CpCp13_RS04240,3.921381,1.987534,1.605389,1.207706,0,5.858267
CpCp13_RS04245,4.585806,7.342656,4.608165,4.493794,7.437264,5.086252
CpCp13_RS04250,2.585529,2.323888,2.554512,2.378254,2.123029,1.081527
CpCp13_RS04255,1.940244,1.369052,1.557498,1.066227,1.152856,0.663076
CpCp13_RS04260,4.593622,4.656512,2.935572,5.313911,6.680802,3.124412
CpCp13_RS04265,5.662215,3.358355,5.474605,5.973605,8.243543,5.459322
CpCp13_RS04270,2.722457,2.264393,2.143379,5.417751,3.275405,1.946674
CpCp13_RS04275,6.15602,6.177897,4.78845,8.228334,6.499069,3.004242
CpCp13_RS04280,5.886825,6.111792,5.208774,7.778453,7.88925,4.964638
CpCp13_RS04285,2.753191,2.286974,2.849158,6.265238,4.635033,3.199057
CpCp13_RS04290,0.541254,0.877863,0.221586,1.866987,0.634906,0.377344
CpCp13_RS04295,2.472597,2.232306,2.783732,5.66373,4.682982,3.23215
CpCp13_RS04300,2.324472,1.508029,2.017444,5.211682,4.817122,1.620546
CpCp13_RS04305,0.74693,0.757156,0.917366,1.288221,0.438085,1.041471
CpCp13_RS04310,2.894982,3.353847,3.263115,4.701142,5.365811,3.931727
CpCp13_RS04315,5.033662,5.184875,3.722645,2.80048,1.587266,0.566017
CpCp13_RS04320,34.235409,36.87312,31.535472,46.129178,51.593307,24.862292
CpCp13_RS04325,5.330038,5.954337,5.722406,7.738706,6.379885,3.602174
CpCp13_RS04330,1.639603,0.96953,0.55937,1.767376,0.53425,0
CpCp13_RS04335,0.784277,0.567867,0.688025,0.483083,2.190427,0.976379
CpCp13_RS04340,5.896802,7.471916,6.035286,5.085068,4.034985,6.166585
CpCp13_RS04345,1.539475,0.866973,1.225489,1.290679,1.755686,1.788786
CpCp13_RS04350,2.201934,3.019872,3.022536,6.701727,5.444414,2.257523
CpCp13_RS04355,4.15565,5.038532,3.202442,9.661657,6.451803,5.680749
CpCp13_RS04360,16.28883,18.259118,13.584076,26.755357,26.790608,11.416121
CpCp13_RS04365,9.251955,9.514149,10.487313,15.79531,13.173929,8.761776
CpCp13_RS04370,6.691252,6.585683,6.402451,12.244808,15.135242,6.509192
CpCp13_RS04375,0.417539,0.28217,0.341876,0.900154,1.904719,0.485157
CpCp13_RS04380,0.41884,0.265359,0.471543,0.451479,0.307069,0.730003
CpCp13_RS04385,9.972108,12.36821,7.108387,10.622764,8.715835,9.814907
CpCp13_RS04390,4.115739,3.969277,5.359103,4.190004,4.190868,3.785958
CpCp13_RS04395,0.928388,1.133596,0.932915,1.637569,1.072525,0.294201
CpCp13_RS04400,6.699273,1.756291,3.877527,2.490118,4.06471,3.221043
CpCp13_RS04405,0.325426,0.777578,0.475812,0.200449,1.045225,0.324109
CpCp13_RS04410,1.000949,1.075532,0.934304,1.726323,2.074317,0.97696
CpCp13_RS04415,0.995907,0.630964,0.611577,3.757311,1.216904,2.603677
CpCp13_RS04420,8.084424,6.591715,5.360297,15.913317,16.750324,11.946281
CpCp13_RS04425,0.93757,0.950406,1.074739,11.319096,10.90631,4.90232
CpCp13_RS04430,6.310275,4.87365,6.045478,20.915081,17.498239,8.978195
CpCp13_RS04435,2.342646,2.297281,2.731249,5.379786,5.376503,3.550468
CpCp13_RS04440,4.641283,4.19893,3.41203,4.733997,4.683318,2.08758
CpCp13_RS04445,0.523142,0.309344,0.713904,0.56391,0.852306,0.303931
CpCp13_RS04450,2.018731,1.391531,1.438033,1.305629,2.012825,0.562957
CpCp13_RS04455,0.74693,1.38812,0.815437,2.683794,1.216904,0
CpCp13_RS04460,5.369465,0.907163,3.297339,5.787902,9.622764,6.239024
CpCp13_RS04465,10.77539,10.178168,10.477024,21.646335,19.989143,11.951303
CpCp13_RS04470,1.15903,1.135735,1.043899,0.999482,0.679788,1.346729
CpCp13_RS04475,7.921442,6.324914,5.975097,7.953906,8.751101,5.673872
CpCp13_RS04480,4.025829,4.234943,2.767647,4.912707,5.346127,3.70693
CpCp13_RS04485,857.959624,669.67333,955.381981,517.898983,553.526152,299.070604
CpCp13_RS04490,3449.133847,3438.909965,5510.738958,5731.621639,6525.022596,3909.850577
CpCp13_RS04495,0.694819,0.645637,0.331864,1.373104,1.358404,0.807342
CpCp13_RS04500,1487.579512,1377.515314,2442.442481,2332.246954,3225.30835,2609.437136
CpCp13_RS04505,0.266761,0.045069,0.10921,0,0,0
CpCp13_RS04510,0.616732,1.146154,0.589134,0.886391,1.808609,1.433217
CpCp13_RS04515,0.14093,0.571439,0.807744,0.607651,0.551051,0
CpCp13_RS04520,0.672237,0.198754,0.206407,0.120771,0.438085,0.195276
CpCp13_RS04525,0,0.199252,0.643766,0.423757,0.576428,0
CpCp13_RS04530,1.874766,0.904968,1.169551,2.117096,2.705308,0.933589
CpCp13_RS04535,1.606302,1.302635,2.531799,1.904628,0.942119,1.399826
CpCp13_RS04540,7.017425,5.537212,4.799033,3.954059,4.910922,1.945808
CpCp13_RS04545,1.77396,2.08218,1.223155,2.21413,2.372963,1.952758
CpCp13_RS04550,2.112221,1.815314,1.955043,1.781863,1.885204,0.640248
CpCp13_RS04555,1.141805,1.374456,0.934895,1.230784,0.279035,1.492554
CpCp13_RS04560,1.466367,1.60257,1.763444,2.370959,2.284494,1.118143
CpCp13_RS04565,0.504358,0.785154,0.707935,0.310664,0.915613,0.376738
CpCp13_RS04570,75.178152,46.896854,66.289939,0,67.835479,0
CpCp13_RS04575,5.092708,5.472176,4.33664,6.587493,5.575632,3.550468
CpCp13_RS04580,5.882077,7.240308,6.192222,6.038535,5.749871,2.929136
CpCp13_RS10655,1.088644,0.758689,1.504183,1.760221,0.665109,1.423062
CpCp13_RS04595,0.943491,0.418429,0.482824,0,0,0.822214
CpCp13_RS04600,2.072408,0.984741,1.537781,1.396193,2.025828,0.451505
CpCp13_RS04605,1.044437,0.625617,0.894043,2.046961,1.299406,2.647807
CpCp13_RS04610,1.348624,1.367088,1.528944,4.02569,3.954938,1.084865
CpCp13_RS04615,2.716111,3.244956,2.581333,3.764282,4.551537,2.705119
CpCp13_RS04620,1157.201391,697.026261,727.791557,1482.394822,2082.048952,350.766399
CpCp13_RS04625,3.378078,2.939213,2.546959,2.913062,3.439741,2.256956
CpCp13_RS04630,0.248977,1.135735,0.509648,0,0.608452,0
CpCp13_RS04635,77.95741,75.21087,79.618324,124.050902,125.368145,80.617545
CpCp13_RS04640,16.234305,16.22478,12.605984,17.252958,15.832168,8.501801
CpCp13_RS04645,3.673429,2.420418,2.406206,3.563726,2.154518,5.121987
CpCp13_RS04650,1.22225,0.894821,0.972964,4.68444,3.186076,2.130281
CpCp13_RS04655,4.576008,3.221289,3.612966,4.697726,5.11218,2.658535
CpCp13_RS04660,19.256801,17.745853,16.197246,35.476396,29.091609,13.425208
CpCp13_RS04665,1.554306,1.263751,1.020769,1.396193,0.822993,0.903009
CpCp13_RS04670,16.65615,13.543787,15.060504,17.308316,14.641892,6.683234
CpCp13_RS04675,2.380841,2.271469,1.605391,3.623121,3.970149,0
CpCp13_RS04680,3.186446,3.021679,2.987752,6.924926,5.400709,3.493465
CpCp13_RS04685,105.637309,98.471935,77.220054,169.875283,170.660743,96.135754
CpCp13_RS04690,388.340058,306.177413,300.303155,449.610667,344.462438,250.683246
CpCp13_RS04695,59.256481,55.02003,70.127545,112.719324,102.706685,76.374513
CpCp13_RS04700,2.515174,2.781391,1.965785,8.380008,5.364311,2.391132
CpCp13_RS04705,1.984034,3.016795,2.532313,5.032113,5.133813,2.034122
CpCp13_RS04710,6.664064,5.193136,5.388247,10.056743,10.992849,6.968949
CpCp13_RS04715,4.368652,4.353147,4.452998,6.535073,6.042557,4.558161
CpCp13_RS04720,0.338233,0.385721,0.380794,0.911477,1.074549,0.294756
CpCp13_RS04725,1.031943,1.15815,1.418296,2.383632,3.314462,1.284709
CpCp13_RS04730,1.467767,0.991908,1.16173,2.109532,3.826073,2.046558
CpCp13_RS04735,0.805075,1.054125,0.714117,3.037347,1.705123,1.169316
CpCp13_RS04740,2.410413,2.036178,2.046713,4.426656,3.316184,1.555982
CpCp13_RS04745,4.979536,7.851992,5.436244,11.331573,8.383116,5.785948
CpCp13_RS04750,5.867056,3.976863,4.803873,7.314819,6.840766,4.928095
CpCp13_RS04755,4.424854,4.284164,4.784239,5.625775,4.159039,3.757204
CpCp13_RS04760,142.523401,128.421897,152.353635,256.050193,178.020029,138.003644
CpCp13_RS04765,11.85535,11.588455,11.360407,18.256038,16.109827,11.807371
CpCp13_RS04770,34.96766,15.574929,5.639457,84.522928,48.683058,66.486277
CpCp13_RS04780,2646.602756,1088.188284,4375.377165,2037.337093,1477.492962,6352.629651
CpCp13_RS04790,22.754786,21.062076,18.915352,39.185048,32.822498,29.502962
CpCp13_RS04795,11.706992,10.847425,9.697871,12.619307,14.126019,8.926892
CpCp13_RS04800,5.279352,6.600343,3.794342,6.070151,4.4726,3.68059
CpCp13_RS04805,5.67289,3.642018,5.341626,5.707308,4.343885,6.591587
CpCp13_RS04810,2.464871,1.340167,1.210923,1.932331,1.752342,1.405985
CpCp13_RS04815,7.682713,6.273582,5.242092,6.594464,8.344484,5.703292
CpCp13_RS04820,12.49122,13.435499,11.086468,13.156299,9.973434,11.301065
CpCp13_RS04825,6.402261,3.488328,6.683668,8.28142,10.16984,4.463446
CpCp13_RS04830,2.850129,1.643826,1.931297,3.178177,1.344999,2.740712
CpCp13_RS04835,5.629041,3.017652,3.81128,3.5006,8.465419,3.773444
CpCp13_RS04840,1.533173,1.016184,1.641603,3.559558,3.68914,1.644427
CpCp13_RS04845,2.447923,2.767757,1.387613,2.841664,3.49732,4.594724
CpCp13_RS04850,0.106959,0,0.043788,0.115294,0,0
CpCp13_RS04855,0.192068,0.03245,0.209684,0,0.438085,0
CpCp13_RS04860,0.762174,0.463565,0.561653,0.328628,0.894052,0.531363
CpCp13_RS04865,0.896317,1.090305,1.247618,2.318798,2.628512,1.874647
CpCp13_RS04870,6.151192,5.233287,5.980868,6.867354,10.200518,3.828936
CpCp13_RS04875,4.165574,5.387459,3.116693,6.503038,3.931536,4.005656
CpCp13_RS04880,5.96892,6.496997,5.788621,7.172409,6.647803,4.263663
CpCp13_RS04885,0.768609,0.299666,0.532508,2.0394,1.155898,0.412192
CpCp13_RS04890,0.568729,0.345909,0.325968,1.226099,1.223081,0.396499
CpCp13_RS04895,1.147393,0.92364,1.215787,2.473617,1.253558,1.17636
CpCp13_RS04900,1.537798,1.517096,1.753788,2.486456,2.952782,1.244404
CpCp13_RS04905,0.762993,0.753086,0.723371,1.471758,1.687963,0.419948
CpCp13_RS10660,0,0,0,0,0,0
CpCp13_RS04910,0,0,0,0,0,0
CpCp13_RS04915,0,0,0,0,0,0
CpCp13_RS04920,0,0,0,0,0,0
CpCp13_RS04925,0,0,0,0,0,0
CpCp13_RS04930,2.68895,2.271469,3.852938,10.627822,14.456818,4.686618
CpCp13_RS04935,1.027029,1.135735,1.146708,4.226975,3.011837,0.976379
CpCp13_RS04940,1.373665,1.305442,1.054444,4.257052,3.524825,1.496366
CpCp13_RS04945,0.703914,0.773013,0.912563,2.52923,1.605549,1.635818
CpCp13_RS04950,0.53505,0.26034,0.350474,1.70717,2.636044,1.044455
CpCp13_RS04955,0.445612,0.645304,0.416985,1.646873,1.244561,0.221904
CpCp13_RS10665,0,0,0,0,0,0
CpCp13_RS04960,2.134087,1.519464,2.100997,5.258044,4.569598,2.12545
CpCp13_RS04965,1.343061,1.164397,1.200968,2.514469,2.349354,1.601631
CpCp13_RS10670,2.37544,0,0,10.242223,6.966147,0
CpCp13_RS04970,1509.393119,1572.559247,1840.076768,3507.129213,3508.334454,818.454932
CpCp13_RS10675,0.953528,0.966583,1.36629,1.027836,0.932097,1.661921
CpCp13_RS04975,1.073862,1.088564,1.289588,2.623773,1.259671,0.748661
CpCp13_RS04980,1.574788,1.230518,0.993925,1.485321,1.282827,0.800545
CpCp13_RS04985,30.122114,32.768736,26.46827,29.301746,31.958689,35.853908
CpCp13_RS04990,17.339457,19.740149,16.654565,18.978254,21.90427,19.527575
CpCp13_RS04995,12.697818,12.209147,10.702605,23.751573,18.61863,10.414707
CpCp13_RS05000,13.658157,15.251293,14.066281,34.045838,25.242064,17.853783
CpCp13_RS05005,1.819932,2.190757,2.770725,1.471318,2.279378,1.189497
CpCp13_RS05010,0.841612,0.319925,0.947514,0.680398,0.925533,0.73343
CpCp13_RS05015,0.668893,0.762807,0.718832,1.261784,1.961576,0.291456
CpCp13_RS05020,0.582024,0.855488,0.476554,1.756665,1.479249,0.202884
CpCp13_RS05025,1.217821,2.036915,1.894561,2.231633,2.618989,0.849025
CpCp13_RS05030,12.0658,13.780998,13.931218,30.08779,27.339573,14.536656
CpCp13_RS05035,9.603392,8.382803,8.29998,9.776676,4.693772,6.509192
CpCp13_RS05040,1.635614,2.942962,1.740987,4.231383,4.236957,2.280593
CpCp13_RS05045,1.189801,0.100507,0.405914,0.855014,0.193843,0
CpCp13_RS05050,26.162754,22.039391,20.231643,31.20454,25.278712,19.844239
CpCp13_RS05055,2.920011,2.445208,2.702722,2.326461,2.730277,2.212756
CpCp13_RS05060,1.478095,2.427296,2.130032,3.0591,2.94754,1.44267
CpCp13_RS10680,6.110987,9.636123,6.39349,16.10207,10.619797,7.100632
CpCp13_RS05065,3.785121,6.062367,3.595084,14.68833,9.768121,1.055545
CpCp13_RS05070,14.635987,23.563635,20.09043,44.545568,26.930873,12.004386
CpCp13_RS05075,50.884638,52.291114,45.103837,75.481692,62.974777,34.173256
CpCp13_RS05080,17.877352,13.591578,15.389695,22.174294,17.236147,11.524471
CpCp13_RS05085,2.364138,3.021679,3.282319,4.099556,3.767936,2.149825
CpCp13_RS05090,5.006023,5.074559,5.855529,6.680933,7.689797,1.661921
CpCp13_RS05095,1.218256,1.305791,1.36542,1.937498,1.386099,1.044255
CpCp13_RS05100,7.251752,7.093747,7.243927,4.37745,4.820357,3.286194
CpCp13_RS05105,8.361162,6.271967,7.188317,7.210192,7.355912,3.497476
CpCp13_RS05110,6.203623,4.797733,4.510201,7.494125,6.796074,3.541995
CpCp13_RS05115,3.061951,1.834106,3.190839,3.000515,2.176822,0.970314
CpCp13_RS05120,2.176769,3.439653,3.40736,2.208379,4.506021,1.339034
CpCp13_RS05125,2.240791,2.371681,2.077565,1.989165,1.675032,1.378417
CpCp13_RS05130,3.689108,3.047093,3.076533,6.48038,2.671252,0.952565
CpCp13_RS05135,3.759717,3.353847,3.047626,4.052708,3.895726,1.834806
CpCp13_RS05140,2.251513,1.969875,1.97519,2.080261,1.519674,1.868667
CpCp13_RS05145,3.201131,4.218443,4.423016,5.866006,4.615543,1.394827
CpCp13_RS05150,32.061724,42.059689,44.782386,48.79096,31.341099,19.722687
CpCp13_RS05155,3.628812,2.896813,3.528331,7.236464,8.513401,1.897416
CpCp13_RS05160,3.447371,2.574945,2.339841,5.476243,5.320875,3.16236
