Name,S1_Ct_Cp13,S2_A_Ct_Cp13,S2_B_Ct_Cp13,S3_Ct_Cp13,S4_A_Ct_Cp13,S4_B_Ct_Cp13,S1_LI_Cp13,S2_LI_Cp13,S3_LI_Cp13,S3_A_LI_Cp13,S3_B_LI_Cp13
CpCp13_RS05535,15.042364,4.392778,5.862188,6.738134,5.539973,4.501324,52.408533,5.338621,7.589782,12.527399,8.75668
CpCp13_RS05540,19.428733,6.589167,5.569078,6.858458,4.545296,4.527803,55.369732,7.991754,9.832218,12.601089,12.779677
CpCp13_RS05545,6.920684,6.579045,5.287743,5.965301,3.726195,3.465983,23.00556,10.680225,9.42443,12.581733,10.978454
CpCp13_RS05550,3.953911,2.529402,2.047837,1.777686,2.119209,2.116917,6.477349,1.769894,2.612991,3.100779,2.349643
CpCp13_RS05555,15.639797,10.236001,7.216605,12.087373,10.562059,18.818383,27.107747,13.947873,8.03892,12.019907,10.054498
CpCp13_RS05560,41.347943,9.136978,15.66347,15.146184,9.122489,12.644308,67.723731,11.72124,15.906343,9.707506,16.300116
CpCp13_RS05565,18.420205,7.273678,6.959568,8.698532,8.596581,6.380643,27.923258,6.064204,7.851563,8.385549,7.815357
CpCp13_RS05570,5.732017,2.615547,2.919695,3.629922,2.8488,2.995493,13.515205,5.490518,5.20382,8.336598,7.896415
CpCp13_RS05575,11.119295,5.268092,7.863323,6.385105,5.049348,3.620014,23.562289,5.013278,5.030999,8.059737,9.600551
CpCp13_RS05580,15.108536,8.043115,9.042537,9.48807,7.446334,5.757183,29.637649,13.50719,15.602298,10.254407,14.569442
CpCp13_RS05585,5.476763,2.977096,4.790712,5.696721,3.832153,4.106972,10.72942,4.450385,4.442361,6.469754,5.125355
CpCp13_RS05590,5.994658,6.180315,7.923984,6.404306,3.231106,8.776837,16.33411,6.054359,6.639939,11.819203,10.177395
CpCp13_RS05595,8.96724,14.440626,10.676784,10.931488,6.434358,8.645038,21.684939,16.075368,9.794546,10.460674,11.529702
CpCp13_RS05600,2.783924,2.574065,3.55753,3.96928,3.63432,2.565839,10.611613,2.868493,4.552257,5.469588,4.971462
CpCp13_RS05605,2.147201,4.365911,7.101531,6.705426,6.276942,3.400083,10.828696,4.887923,8.338843,6.679476,10.06535
CpCp13_RS05610,2.066815,3.920718,2.120359,3.272648,2.785021,2.245129,7.277774,3.816957,3.561122,2.173322,4.023565
CpCp13_RS05615,72.017231,214.91835,159.077832,191.342407,167.83424,174.154471,391.591015,136.197266,133.119377,245.571268,229.265966
CpCp13_RS05620,85.261792,104.781859,95.494699,119.849392,123.25632,105.302567,250.835209,90.91537,112.57438,131.919659,126.823412
CpCp13_RS05625,167.079699,139.120387,137.476881,211.010647,101.846038,116.232261,463.66298,89.36727,149.738882,181.73027,221.584279
CpCp13_RS10855,368.111775,1276.359983,949.854072,721.666903,926.789837,860.81985,735.211567,873.258592,338.588045,1446.461808,1183.256762
CpCp13_RS05630,7.771798,8.696362,3.883047,5.364013,2.841569,8.797676,14.29123,6.490765,7.785918,7.391502,8.433289
CpCp13_RS05635,4.838357,4.291211,4.553334,4.619291,4.254445,4.631038,12.163428,4.080568,2.134418,7.540151,6.613542
CpCp13_RS05640,3.954266,2.785664,2.082318,4.872789,2.275566,1.196371,7.787049,3.654766,4.676299,3.329556,3.822729
CpCp13_RS05645,2.266652,3.086817,2.06746,3.284371,2.185363,2.386274,4.471335,2.051937,1.381825,4.919344,2.626318
CpCp13_RS05650,1.393125,3.213764,2.365368,2.687521,1.884812,2.26499,6.910585,3.632616,4.426626,6.303575,6.377834
CpCp13_RS05655,10.203349,5.816363,7.58889,10.762792,4.607318,3.936207,25.530772,10.72967,9.468061,23.594632,7.54635
CpCp13_RS05660,4.88887,1.060326,0.724669,1.226289,0.824918,1.82153,6.00506,3.179743,0,1.448401,1.829232
CpCp13_RS05665,3.640699,0,0.728533,0.880592,0.829317,0.436011,2.321956,0.532784,2.272335,0,0.835903
CpCp13_RS05670,9.914405,0.951769,4.553334,1.320888,0,1.090027,5.804891,0.66598,0,0,2.089758
CpCp13_RS05675,24.224892,38.523965,40.763183,37.215499,32.086678,31.403147,78.550314,42.81297,37.872245,76.562173,59.707383
CpCp13_RS05680,18.574997,29.368858,35.906293,27.298355,27.248994,28.029255,48.09767,33.108696,25.96954,29.469214,45.676148
CpCp13_RS05685,3.262193,4.674166,5.639005,7.098011,5.976396,3.025697,15.803352,8.816526,6.06495,14.250342,11.266847
CpCp13_RS05690,5.180683,6.245981,7.683752,8.255551,8.746705,3.0657,32.652513,15.608895,21.303138,17.063975,12.734465
CpCp13_RS05695,7.111475,5.360141,7.298485,6.580598,4.939976,4.13187,18.860658,6.780008,9.228796,15.11322,11.316381
CpCp13_RS05700,7.145769,8.368999,9.185174,9.565052,6.434358,6.765682,35.029516,15.84572,1.469182,23.536517,19.456371
CpCp13_RS05705,4.086768,5.77663,4.737573,7.291608,3.775071,5.009082,17.951542,9.008047,6.895813,13.151426,12.230523
CpCp13_RS05710,1.86738,2.430047,2.034469,1.4052,3.970136,3.478808,2.778937,2.125467,1.813033,0,0.666944
CpCp13_RS05715,1.44645,0.819705,0.915024,0.695204,0.892806,0.312926,2.638587,1.147142,0.815431,0.870889,1.199861
CpCp13_RS05720,8.191574,13.705467,13.386803,10.479046,11.403112,11.227274,25.63827,15.450725,15.906343,16.381416,18.285386
CpCp13_RS05725,22.810904,21.352721,14.016351,19.755892,22.175221,14.786447,47.953449,24.322731,19.265446,36.403146,31.89153
CpCp13_RS05730,10.162224,7.632995,6.08614,9.138323,6.004339,6.880118,32.616592,8.011536,8.436886,12.614952,10.940196
CpCp13_RS05735,1.585015,1.730488,1.429973,2.29245,1.884812,3.152969,4.717474,2.201585,0,4.011366,5.008512
CpCp13_RS05740,5.510754,8.384,7.946262,7.134991,7.236425,8.333721,15.43683,11.954425,10.858109,12.604968,13.02481
CpCp13_RS05745,8.488091,10.272473,9.141897,11.318248,8.060578,7.590127,20.154313,10.975137,14.504264,17.95513,12.975096
CpCp13_RS05750,3.583247,3.984147,5.464001,6.205102,3.182264,3.954515,7.154866,4.832224,4.756049,6.772678,5.394493
CpCp13_RS05755,2.211045,1.090332,1.890883,1.686576,0.890675,1.521875,4.329424,2.336491,1.016856,1.086013,1.75809
CpCp13_RS05760,4.554174,8.696362,8.505721,9.007071,7.472274,4.924486,15.666331,7.166886,8.65102,7.391502,8.115052
CpCp13_RS05765,15.509629,9.112678,8.86447,15.105902,11.248718,6.783676,46.006851,11.264973,14.504264,18.395207,15.673188
CpCp13_RS05770,1.818146,3.387651,5.788137,3.246251,1.581325,1.108502,2.95164,3.047703,1.444281,0,3.453414
CpCp13_RS05775,0.812656,1.784566,2.561251,2.75185,1.295808,1.0219,4.232733,1.664949,0,1.895997,0
CpCp13_RS05780,3.309574,3.106809,1.981762,2.771812,0.966821,1.779059,3.609259,1.759842,2.649095,2.357717,1.867789
CpCp13_RS05785,0.1342,0,0.125321,0.121182,0,0,0.532559,0.366594,0.781767,0,0.143791
CpCp13_RS05790,0.295511,0,0,0.533692,0,0,2.931763,0,1.721466,3.677085,0.63326
CpCp13_RS05795,0.032835,0,0,0,0,0.330311,1.465882,0.134541,1.147644,0,0.105543
CpCp13_RS05800,7.321055,9.210663,9.533961,10.884738,9.302459,10.740438,17.704067,14.061738,10.495388,10.141639,12.317931
CpCp13_RS05805,3.525677,4.392778,6.304617,5.486766,3.827618,3.521624,6.028156,5.532753,1.310962,8.400726,12.53855
CpCp13_RS05810,7.754502,10.320382,11.849641,20.370323,8.992596,3.939855,17.13492,15.887222,12.319887,28.508488,21.149362
CpCp13_RS05815,1.931064,5.088664,5.274655,6.669831,4.310807,2.266392,5.747417,4.351945,4.218443,6.307476,6.517563
CpCp13_RS05820,31.768604,51.573825,50.227822,66.462908,34.105119,31.642319,75.829434,85.063798,60.466517,117.416093,137.50388
CpCp13_RS05825,22.327037,6.410731,6.214595,5.697184,5.3287,4.637041,37.727506,6.138423,5.034715,9.141115,7.639811
CpCp13_RS05830,47.055156,11.088566,10.609711,9.361634,6.038718,6.984636,61.148612,10.474629,3.309225,8.835715,10.956015
CpCp13_RS05835,15.216285,8.984367,7.536553,6.092027,5.898161,5.919972,24.833425,5.942145,6.244023,5.491854,7.904151
CpCp13_RS05840,3.820322,4.513542,5.726874,5.537744,5.55728,4.494955,17.155349,7.140399,4.099573,13.76064,9.156158
CpCp13_RS05845,5.670534,8.565917,6.627631,7.460572,8.98427,7.266844,31.658157,10.433679,8.836857,12.471448,17.008312
CpCp13_RS05850,39.668598,19.686087,22.603142,24.588758,6.432503,18.036618,148.082113,24.794847,23.500135,31.372976,15.128371
CpCp13_RS05855,10.199839,4.237556,3.089188,3.827308,3.956107,5.199773,23.691341,3.812321,3.011044,3.858991,4.098289
CpCp13_RS05860,22.808101,3.775611,2.709422,5.021558,4.626356,2.9728,43.416749,4.293091,1.408472,10.529836,6.994646
CpCp13_RS05865,10.279002,5.659164,3.19964,4.521959,3.362097,4.419027,35.561496,7.199779,3.070723,9.838688,5.365596
CpCp13_RS05870,18.110622,17.335784,17.72548,17.533218,15.179467,17.128989,41.636274,11.892492,11.158787,16.251405,18.658557
CpCp13_RS05875,2.076788,3.701322,3.035556,2.813003,1.439787,3.179244,6.046762,2.034937,1.57801,2.527996,4.643908
CpCp13_RS05880,2.241262,1.396237,2.003912,2.066915,0.912452,0.639624,3.761115,2.051673,1.250062,1.780105,1.916038
CpCp13_RS05885,0.484565,2.128178,2.036274,1.066556,0,1.624884,1.081657,0.496382,3.175623,1.130532,2.141678
CpCp13_RS05890,0.600115,1.757111,0.420308,1.219281,0.956904,0.125772,0.89306,0.307375,0,1.400121,1.20563
CpCp13_RS05895,5.293874,3.263206,8.586287,3.019173,12.439758,8.875931,11.195147,8.562594,14.607866,18.201573,8.060497
CpCp13_RS05900,15.383237,2.211857,3.078311,3.488261,3.723167,0.921149,25.140902,4.080297,3.60053,6.409005,6.29135
CpCp13_RS05905,3.804543,4.353381,5.635517,4.857077,4.183775,4.692491,11.583752,4.838058,6.113905,5.713498,3.233034
CpCp13_RS05910,4.776428,5.438677,2.416055,5.930518,4.654331,4.449088,15.993068,4.349254,2.318709,2.476405,6.823701
CpCp13_RS05915,7.038309,19.862996,12.115829,14.587199,13.521476,13.649028,25.491044,15.983509,4.445872,17.4102,18.535248
CpCp13_RS05920,22.813279,14.300048,15.122771,14.732146,15.370377,15.730861,55.705917,15.930845,14.038312,20.090699,21.792703
CpCp13_RS05925,9.475616,4.206116,4.643627,8.307002,7.400423,4.168657,21.13112,7.584243,6.759069,10.828131,8.613593
CpCp13_RS05930,57.200064,25.433815,23.646728,30.413727,19.861799,15.938204,61.463554,30.556708,15.753581,45.886319,48.204931
CpCp13_RS05935,15.530761,14.276528,9.612595,13.45349,14.973783,7.569629,12.362268,14.799545,6.312041,20.22397,15.0927
CpCp13_RS10690,5.63852,0,0,3.818679,0,0,16.781902,0,0,0,18.124433
CpCp13_RS05940,1784.766354,8483.591495,7656.976013,7818.815211,6572.891249,8338.693082,1489.135819,8384.131975,4698.199793,13241.218314,15410.537376
CpCp13_RS05945,96.641185,32388.16758,32530.643537,25414.772698,18681.382223,20366.257776,132.753562,21810.016266,5456.494164,51477.052798,58257.5049
CpCp13_RS05950,225.039161,16340.838377,16454.751948,11806.494246,16362.770644,18236.653179,513.500322,16536.484773,16124.544998,28981.980687,33491.791378
CpCp13_RS05955,3778.966898,17039.128068,18903.574285,19157.328102,8316.160837,8670.280055,4933.035933,15182.65703,6436.818128,18698.876038,15130.59012
CpCp13_RS05965,0.692756,0.624111,0.597159,0.360898,0,0,1.427432,1.09177,0.931285,0.994621,0
CpCp13_RS05970,0.38676,0.808868,0.386969,0.598703,0.704802,0.370547,0.822223,0.452791,0.482791,1.546876,1.065599
CpCp13_RS05975,3.431215,3.172562,2.52963,4.40296,4.607318,3.633422,4.299919,4.439863,3.15602,20.22397,9.287815
CpCp13_RS05980,85.080716,58.131972,51.040969,51.807289,52.515147,55.80675,166.847174,58.382876,50.004971,95.912482,91.411289
CpCp13_RS05985,4.713405,7.614148,5.691668,3.522368,3.628263,2.180053,7.497985,4.328867,2.840418,6.067191,6.008055
CpCp13_RS05990,2.384471,2.327208,3.168778,3.519608,2.144786,2.870289,4.094359,3.883141,4.273984,3.423493,3.340993
CpCp13_RS05995,13.509316,6.959168,5.679428,6.628113,5.573368,5.684547,10.715122,4.225031,1.527107,7.176247,6.460275
CpCp13_RS06000,6.255403,4.798833,6.504763,5.068955,3.3103,3.663955,16.016297,4.141385,3.81905,6.628024,8.780498
CpCp13_RS06005,7.763004,6.762566,3.774474,7.125844,7.365646,4.517873,18.331236,8.938146,4.484871,8.382303,5.774332
CpCp13_RS06010,6.009263,6.482316,5.611677,7.496933,7.060403,8.484531,18.512897,7.559768,8.290951,9.838688,12.369111
CpCp13_RS06015,3.159058,4.021557,5.002255,4.837055,0.876039,9.211492,9.402289,5.627996,7.201061,10.254407,4.856481
CpCp13_RS06020,8.341964,5.504204,4.279037,4.933438,7.49383,2.363913,11.889536,2.888586,8.213258,6.578882,6.042675
CpCp13_RS06025,24.211155,21.812061,17.391764,26.066972,19.797703,27.06229,55.430423,15.262519,21.698335,46.348082,5.986479
CpCp13_RS06030,2.778232,1.725508,2.358562,2.622771,3.221808,2.82309,6.0137,2.759743,2.942592,2.357038,3.518011
CpCp13_RS06035,14.685857,3.059256,3.902858,5.031955,4.07254,1.946476,7.774408,6.421945,2.02887,6.500562,4.104883
CpCp13_RS06040,11.769502,14.703183,18.590165,16.366867,22.448759,23.830236,28.42395,18.096271,24.290475,33.474158,31.994922
CpCp13_RS06045,18.96793,13.805874,15.611432,17.998915,28.023631,19.404869,46.24776,32.933053,22.47364,64.005532,49.603057
CpCp13_RS06050,4.905973,5.511268,3.982999,5.912805,5.364167,4.498878,18.892716,5.169205,5.949131,9.343723,8.689447
CpCp13_RS06055,48.855056,147.978058,89.672205,86.710781,107.449749,101.684395,210.589563,89.738528,147.206515,157.218045,113.718231
CpCp13_RS06060,0.680363,1.992074,4.447443,2.150283,2.169725,1.140725,3.71243,5.575643,1.981687,6.349386,3.644927
CpCp13_RS06065,0.915669,2.546986,3.847888,2.883629,2.044092,1.535249,4.905542,2.720198,3.200471,3.845403,3.531986
CpCp13_RS06070,3.774919,5.526398,1.762581,4.900069,3.009619,2.109729,17.321046,1.288993,2.748792,11.74295,7.078214
CpCp13_RS06075,9.159654,4.855176,6.968261,8.663315,6.547241,4.501324,17.626188,6.30928,4.139881,11.053587,4.822519
CpCp13_RS06080,29.187899,12.690247,13.660003,12.383326,10.366465,6.585577,38.497716,9.989693,8.284554,12.639981,11.972574
CpCp13_RS06085,17.234944,6.526413,3.902858,5.822691,6.600688,4.805015,30.090661,8.154851,6.260514,5.20045,8.188441
CpCp13_RS06090,0.142885,0,0.30022,0.483842,0.227834,0.119783,0.531583,1.463691,0,0,0.229644
CpCp13_RS06095,7.763256,9.853604,9.213806,8.443324,12.439758,10.259074,18.325245,13.632993,8.020005,14.989531,18.193191
CpCp13_RS06100,1.311104,0.602173,1.044306,1.027228,1.31175,0.387927,2.792775,1.580092,2.021739,2.159238,1.156896
CpCp13_RS06105,16.853781,28.553057,29.101745,26.417763,27.719027,29.501806,61.519228,34.312423,37.048935,71.223547,56.559765
CpCp13_RS06110,27.574263,79.751641,91.380709,70.143715,41.823325,55.253071,102.336229,80.262015,60.236459,100.422473,103.767314
CpCp13_RS06115,5.572499,1.977701,1.182684,1.944164,1.077035,0.424686,8.543996,1.556835,0,2.363841,1.356986
CpCp13_RS06120,3.600692,4.832056,5.253847,5.53757,6.219879,4.90512,5.916524,3.227439,2.621925,10.500908,5.063645
CpCp13_RS06125,0.686532,1.461916,1.42064,1.415992,1.144458,1.072586,1.973663,1.086879,0.954381,2.038576,1.655089
CpCp13_RS06130,19.645078,9.931498,15.441742,11.485984,12.620045,13.269889,50.897959,17.373379,9.879716,13.189546,14.53745
CpCp13_RS06135,7.197809,4.079007,1.951428,2.20148,1.480923,7.007312,24.18704,3.805596,4.057739,8.667413,15.673184
CpCp13_RS06140,9.241972,2.985941,3.928367,3.7123,2.03264,3.847153,20.677554,3.656358,1.11389,5.948227,6.351227
CpCp13_RS10860,0,0,0,12.536793,0,0,27.547647,18.962804,0,86.377245,0
CpCp13_RS06145,8.588298,2.595732,4.656819,4.728179,2.120413,1.858,7.421026,8.627462,9.683245,8.273442,6.05555
CpCp13_RS06150,23.766421,7.888886,8.505816,12.201194,9.490125,7.214403,32.914332,17.631293,11.947327,18.013928,21.586989
CpCp13_RS06155,6.114688,2.160772,2.06746,2.141981,5.043145,3.181699,9.727115,1.29596,1.842434,0,0.50832
CpCp13_RS06160,3.636969,0.936166,2.01541,1.948851,0.764739,1.876275,1.546385,1.310124,0,0.745966,1.284688
CpCp13_RS06165,2.698018,0.856592,0.455333,1.188799,0.932982,0.381509,1.547971,1.198763,0.852126,0.606719,0.992635
CpCp13_RS10695,35.481062,69.257994,16.56678,0,0,0,0,48.461788,0,0,0
CpCp13_RS06170,437.291501,320.849294,286.720402,280.051982,389.024159,187.195203,547.679784,317.699116,216.799076,250.838903,269.162761
CpCp13_RS06175,0.539896,0.197599,0.189066,0.045705,0.215221,0,0.703015,0.138266,0,0,0.43386
CpCp13_RS06180,0.49466,0.413812,0,0.095717,0.450716,0.236962,0.841289,0,1.234965,0,0.454295
CpCp13_RS06185,3.24123,0.660186,0.868555,1.297983,1.617888,1.039621,9.059657,1.154878,1.970232,2.104228,1.177754
CpCp13_RS06190,14.228488,5.538308,4.710346,4.070841,5.227916,4.792358,21.205368,4.82261,2.938364,8.237781,8.444606
CpCp13_RS06195,25.699055,10.077549,11.731532,12.121091,7.68338,7.117232,43.365952,12.927838,16.04001,14.989531,14.751236
CpCp13_RS06200,8.47989,3.103593,5.048262,4.881543,4.056443,2.843548,11.988362,4.343345,3.704894,1.978432,5.792265
CpCp13_RS06205,6.168627,5.577806,5.209862,7.925329,7.232418,4.714999,15.119717,7.062481,11.890124,5.079509,13.704927
CpCp13_RS06210,1.660799,2.493717,2.147424,2.595632,1.358052,1.713579,3.675586,3.315357,2.232643,1.589657,3.695861
CpCp13_RS06215,2.965482,0.333954,2.236726,2.085613,2.182414,0.382465,3.903874,1.635739,1.993276,3.193258,3.666243
CpCp13_RS06220,7.340405,8.069342,10.838915,9.440043,7.60583,7.553173,20.269797,8.360939,10.651569,11.375983,11.328989
CpCp13_RS06225,4.480591,4.437299,6.645407,2.855974,3.151966,0.77333,6.079447,9.179718,3.454563,4.304426,2.117998
CpCp13_RS06230,1.936542,6.885134,4.262696,4.02824,3.087883,3.246888,3.911097,4.534329,2.417377,9.036242,3.557036
CpCp13_RS06235,2.834847,7.83549,7.052374,9.584119,5.351989,7.45274,6.817372,3.066603,3.567037,2.963047,5.904782
CpCp13_RS06240,3.523786,3.839066,4.362018,3.32997,8.362863,4.396746,10.487829,5.372608,1.432144,3.059088,5.268299
CpCp13_RS06245,4.55314,4.775424,5.616308,7.133716,5.418013,3.760022,12.135661,5.429938,2.969078,6.976213,7.754678
CpCp13_RS06250,20.133761,14.737692,0,13.635557,16.051987,8.439276,59.92402,0,0,0,0
CpCp13_RS06255,0.847989,0.496575,0.950261,1.378318,1.081718,0.284355,0.75716,1.38987,0,1.582745,1.090309
CpCp13_RS06260,0.329455,0.771704,0.553784,1.517236,0,0,0.980556,1.889942,2.303042,0,1.270799
CpCp13_RS06265,0.079933,2.340414,0.447869,0.541348,0,0.268039,0.951622,0.982593,0,0,0.513875
CpCp13_RS06270,99.981329,29.418301,24.28445,28.218974,21.989472,23.286932,176.345561,26.437369,18.936123,29.416684,24.53883
CpCp13_RS06275,25.761237,20.385884,31.208846,40.080387,26.644657,19.845142,82.889787,21.396874,24.335513,45.483503,32.451314
CpCp13_RS06280,9.642302,3.84985,7.674159,7.123891,4.89204,4.776521,23.154341,7.632574,9.574444,6.135362,10.213988
CpCp13_RS06285,6.105521,4.469174,3.325914,4.479534,3.786013,1.990483,10.34785,4.517079,1.481957,9.496473,2.453195
CpCp13_RS06290,57.113494,18.176717,10.435058,29.430452,23.757243,8.326858,96.079401,20.350026,32.547502,34.761061,11.972957
CpCp13_RS06295,2.540718,3.063163,3.244905,2.884698,2.383095,4.009293,10.119638,4.133666,3.917818,4.881648,3.843234
CpCp13_RS06300,9.863265,6.938126,6.723615,5.23966,3.552371,3.497593,14.045064,3.361018,1.946704,5.103245,4.784961
CpCp13_RS06305,6.430583,1.65525,2.969566,2.20148,0.901432,2.132661,10.095463,3.185119,2.469929,0,1.362886
CpCp13_RS06310,30.878228,10.452034,8.409652,10.571501,8.693342,10.174791,50.370229,8.709815,9.357784,12.114192,10.796506
CpCp13_RS06315,27.207282,7.04048,7.609682,7.479001,6.24828,11.497541,39.096871,7.115946,7.781968,6.648977,6.727305
CpCp13_RS06320,8.203046,8.06204,7.392472,5.982846,5.488129,5.193656,26.122011,3.995877,5.012503,5.353404,4.425371
CpCp13_RS06325,7.108293,5.160191,5.266507,4.456008,4.496298,7.091739,21.156381,4.573594,9.239915,9.868323,6.420342
CpCp13_RS06330,23.834683,26.808384,28.622897,26.634302,27.623308,26.267854,84.348271,24.89235,28.446515,44.486706,44.473547
CpCp13_RS06335,356.215113,617.216861,478.465092,651.69499,417.050044,369.801107,1815.413382,511.862744,1074.497818,1147.574523,916.012952
CpCp13_RS06340,5.549183,3.345128,5.829792,9.284904,4.163936,5.472937,15.908803,4.848554,5.704606,7.615721,7.60707
CpCp13_RS06345,3.1206,4.796914,5.136161,4.596691,4.727108,6.278553,9.05563,2.877032,4.090203,5.824503,7.648516
CpCp13_RS06350,1.059027,3.875981,1.854299,1.733292,0.562885,0.739837,2.495315,0.180809,2.313463,2.470802,2.127582
CpCp13_RS06355,10.858469,6.075118,8.137874,7.681761,6.616893,7.885299,15.644388,11.335822,1.208689,18.072484,10.448792
CpCp13_RS06360,7.885486,3.005585,3.398661,6.762442,2.678417,3.911579,17.359125,5.735709,2.446293,5.225332,4.349497
CpCp13_RS06365,3.752753,2.321387,2.591328,1.754025,1.517044,1.772401,4.719424,1.082894,1.38557,2.466338,1.78394
CpCp13_RS06370,8.414923,6.447464,4.626775,5.965301,4.514428,3.428309,12.756717,2.900233,2.748792,2.201803,1.643157
CpCp13_RS06375,32.506245,32.632065,23.850799,23.901785,12.834671,16.609929,39.620686,9.513993,13.525802,23.113109,22.390269
CpCp13_RS06380,20.835061,11.629118,12.183666,11.405621,8.845107,10.119018,89.516838,10.137436,7.173753,12.010139,10.698422
CpCp13_RS06385,75.228717,72.062457,107.979041,54.722494,75.527083,90.316463,281.260726,50.42415,48.692873,130.011202,105.234234
CpCp13_RS06390,6.943334,8.908554,7.321762,7.978164,8.459036,7.324979,19.272239,9.1106,6.135304,7.280629,15.046261
CpCp13_RS06395,9.84748,3.919047,2.678432,4.143963,1.829376,4.808941,20.203298,3.917527,5.012503,5.353404,3.073174
CpCp13_RS06400,0.906148,1.26341,0.96708,1.461159,1.100864,1.012857,2.568536,1.41447,0.754093,0.805379,1.109606
CpCp13_RS06405,6.727436,8.968952,9.179087,8.744647,5.564504,6.436141,18.464863,7.705767,3.72699,6.875346,8.475362
CpCp13_RS06410,0.957239,1.401377,1.340859,1.377613,0.381588,1.20371,0.890321,2.206313,2.091106,2.233322,2.500018
CpCp13_RS06415,1.393125,0.679835,4.065477,3.066347,2.221385,2.919714,1.727646,5.232696,3.043305,2.166854,3.35854
CpCp13_RS06420,1.752032,0.77432,0.555661,0.582086,1.89759,0.665101,2.164536,0.270907,0,2.46801,0.743812
CpCp13_RS06425,1.822149,1.185594,0.756263,1.142637,1.506545,1.810425,4.218087,1.106125,0,0.629812,1.843904
CpCp13_RS06430,5.266012,5.13955,4.371201,2.113421,2.487952,0.981024,4.643913,1.198763,1.704251,1.820157,0.940391
CpCp13_RS06435,6.475244,2.893376,1.675627,3.275803,2.487952,1.22083,4.024725,1.065567,0.454467,0.485375,2.089758
CpCp13_RS06440,5.190513,2.302666,2.203226,4.687022,2.006413,3.428309,2.808818,0.322248,1.374396,4.403606,2.27514
CpCp13_RS06445,1.247333,0.996037,1.429535,1.689508,0.361621,1.901209,1.856215,0.929274,0,4.232924,1.457971
CpCp13_RS06450,1.613619,2.465012,4.225756,2.803324,2.01363,0.94103,3.654158,2.156049,3.0652,3.273664,3.044432
CpCp13_RS06455,17.960285,12.598951,9.696309,11.371675,7.905362,7.685079,22.203361,7.953425,8.173866,13.967634,11.801873
CpCp13_RS06460,0.15603,0,0.32784,0.211342,0,0.261606,1.04488,0.959011,0.6817,1.456126,0.250771
CpCp13_RS06465,2.917883,3.297466,3.585303,3.848257,2.28552,3.347326,4.79932,3.985389,6.26234,4.777316,4.936437
CpCp13_RS06470,1.916307,2.244345,4.891355,1.557379,1.358052,0.856789,2.534887,0.872462,0.744214,3.179314,1.505721
CpCp13_RS06475,7.698847,4.15057,4.382156,4.005701,4.053054,2.950448,20.149811,7.210605,4.698436,8.211236,6.834924
CpCp13_RS06480,14.015483,7.968295,12.45284,8.908315,3.760857,7.90903,41.174229,13.009833,11.097449,16.085111,16.620869
CpCp13_RS06485,2.111988,1.613167,0.617401,1.990039,1.171352,0.862168,8.089679,5.192383,2.888561,5.484467,2.951636
CpCp13_RS06490,11.866357,9.7949,8.753012,10.430314,8.856786,6.667153,34.002761,7.888301,12.133826,8.246668,11.869016
CpCp13_RS06495,9.721588,3.192267,3.648324,4.18418,3.090623,1.92955,16.134713,3.35058,1.058541,1.695799,4.088658
CpCp13_RS06500,6.118823,3.359183,3.303399,3.36697,3.252224,1.923576,9.76967,3.003437,3.341669,2.974113,4.404883
CpCp13_RS06505,17.520315,9.679002,6.482713,18.805865,7.379518,8.313762,30.008336,12.190812,11.554244,15.425062,10.62589
CpCp13_RS06510,2.540811,3.825968,3.660745,3.146533,1.852073,2.069157,1.512441,0.89238,2.537346,0,0.466695
CpCp13_RS06515,7.603155,5.807401,1.852204,3.58207,2.108434,4.434006,9.838799,6.095406,5.777122,3.085012,0
CpCp13_RS06520,5.851124,3.807074,4.293144,5.031955,3.554217,4.360106,11.333359,6.279236,6.492385,4.333708,4.478054
CpCp13_RS06525,69.209898,31.602412,33.42059,41.678509,36.836177,35.558148,136.104974,30.260041,49.63838,28.274288,36.52005
CpCp13_RS06530,13.507253,14.897247,15.102363,19.280044,13.521476,11.780411,37.857987,18.117952,19.053738,24.871715,26.089531
CpCp13_RS06535,76.297041,115.395774,111.120231,105.055093,283.278435,243.985224,308.140473,126.294564,100.665606,261.235015,179.145352
CpCp13_RS06540,88.772209,163.664944,170.961274,140.667779,178.901679,161.98694,629.262184,215.653784,192.387102,359.340338,337.700652
CpCp13_RS06545,1.346493,0.716813,0.685858,0.165802,0.780738,0,1.821619,1.003149,0,0,0.786938
CpCp13_RS06550,2.726827,2.706451,1.03583,1.314628,1.473905,1.239841,11.417203,2.272537,0.807702,1.725268,1.931293
CpCp13_RS06555,0.757427,0.369619,0.6189,0.726702,0.201291,0,2.160396,0.387949,1.103075,1.178095,0
CpCp13_RS06560,0.606244,0.304295,0.582309,0.469232,0.331432,0.638914,3.557171,0.425848,0.302709,0.646592,0.334064
CpCp13_RS06565,18.732425,29.647414,39.713946,19.886954,12.916539,15.279357,58.766919,22.819653,8.847851,9.449594,17.901287
CpCp13_RS06570,2.715712,2.530018,3.112406,6.102838,5.117622,2.690572,7.347964,3.034843,8.629119,10.367985,4.761475
CpCp13_RS06575,3.972985,9.064462,10.985822,11.321898,10.531012,10.035165,10.749799,9.513993,9.017201,9.630462,14.760992
CpCp13_RS06580,62.908127,117.883028,101.336834,148.689456,152.469944,101.25542,263.998771,181.727204,142.920859,158.511726,232.543326
